ticket_id,customer_id,created_date,ticket_category,priority,support_channel,escalated,resolved,resolution_time,csat_score,within_30d_of_cancellation
119,33,2026-01-30,Onboarding,High,Email,True,False,,,False
120,33,2024-07-08,Onboarding,Low,Self-service,False,True,1.0,1,False
121,33,2026-02-13,Billing,Urgent,Phone,False,True,3.5,5,False
122,34,2025-10-21,Account,Medium,Email,False,True,24.1,2,False
123,34,2025-08-24,Account,High,Email,False,True,1.0,4,False
124,35,2025-07-09,Technical,Low,Email,False,True,29.3,1,False
125,35,2025-05-14,Billing,Medium,Email,False,True,18.7,5,False
126,36,2026-05-20,Usage,Medium,Chat,False,False,,,False
127,36,2026-03-12,Usage,Medium,Chat,False,True,26.8,3,False
128,37,2026-06-26,Onboarding,High,Email,True,True,7.2,5,False
129,37,2026-06-04,Billing,Medium,Phone,True,True,3.8,1,False
130,37,2026-05-30,Onboarding,High,Phone,False,False,,,False
131,37,2026-05-10,Account,Low,Email,True,True,23.2,4,False
132,37,2026-05-31,Onboarding,High,Email,False,False,,,False
133,37,2026-07-13,Cancellation,Medium,Chat,False,True,1.0,4,False
134,37,2026-05-14,Technical,Low,Email,True,False,,,False
135,38,2026-05-20,Billing,Medium,Email,False,True,10.7,4,False
136,38,2025-03-26,Onboarding,Low,Email,True,True,9.1,4,False
137,38,2025-11-06,Usage,Medium,Chat,False,True,15.3,5,False
138,38,2026-06-15,Billing,Medium,Chat,False,True,22.8,4,False
139,39,2026-02-26,Onboarding,High,Chat,False,True,1.0,3,False
140,39,2026-07-16,Billing,Low,Email,False,True,19.8,4,False
141,39,2026-04-20,Billing,High,Email,False,True,1.0,4,False
142,39,2026-02-12,Usage,Low,Email,True,True,1.0,3,False
143,40,2025-11-22,Technical,Low,Email,False,True,1.0,5,False
144,40,2026-06-23,Technical,Medium,Phone,True,True,15.0,5,False
145,40,2026-06-03,Technical,High,Chat,False,True,17.7,5,False
146,40,2026-02-14,Onboarding,Medium,Chat,False,True,18.6,4,False
147,41,2026-03-31,Usage,High,Email,False,True,3.3,4,False
148,41,2025-07-25,Usage,Medium,Chat,False,True,11.0,4,False
149,41,2026-06-21,Cancellation,Urgent,Phone,False,True,6.6,5,False
150,41,2025-09-23,Billing,Medium,Self-service,False,True,16.5,3,False
151,41,2025-08-24,Technical,Medium,Email,False,True,15.7,4,False
152,41,2025-11-17,Onboarding,Medium,Email,False,True,16.3,5,False
153,42,2026-06-20,Billing,Low,Phone,False,True,12.2,3,False
154,42,2026-06-18,Usage,Medium,Phone,True,True,7.6,4,False
155,42,2026-05-17,Billing,Urgent,Phone,False,False,,,False
156,42,2026-07-17,Technical,Medium,Phone,False,True,11.3,5,False
157,42,2026-07-24,Cancellation,Medium,Chat,False,True,23.3,5,False
158,43,2025-05-07,Usage,Low,Email,False,True,9.3,4,False
159,43,2025-02-02,Usage,Medium,Chat,False,True,26.2,5,False
160,43,2026-07-16,Technical,Low,Phone,False,True,6.7,1,False
161,44,2025-08-10,Technical,High,Phone,False,True,2.5,5,False
162,44,2025-07-06,Usage,Medium,Phone,False,True,16.2,4,False
163,44,2026-05-20,Account,Medium,Email,False,True,11.7,5,False
164,44,2024-12-08,Onboarding,High,Chat,False,True,9.8,4,False
165,45,2025-11-22,Cancellation,High,Phone,False,True,29.4,2,False
166,45,2026-04-26,Technical,Low,Phone,False,True,21.8,4,False
167,45,2026-07-06,Technical,Medium,Email,False,True,12.3,4,False
168,46,2025-07-17,Technical,Medium,Chat,False,False,,,False
169,46,2025-07-20,Technical,Medium,Phone,False,True,2.4,4,False
170,46,2025-08-09,Technical,High,Chat,False,True,11.4,3,False
171,46,2025-07-27,Onboarding,High,Phone,False,True,16.5,4,False
172,46,2025-05-18,Account,Urgent,Chat,True,False,,,False
173,46,2025-08-02,Technical,Low,Phone,False,True,22.6,3,False
174,46,2025-08-27,Usage,High,Phone,False,True,18.2,2,False
175,46,2025-09-08,Billing,Medium,Email,False,True,22.1,4,False
176,46,2025-06-07,Technical,Medium,Email,False,True,10.1,2,False
177,46,2025-06-07,Account,Medium,Email,False,True,27.2,2,False
178,47,2026-02-13,Billing,Urgent,Email,False,True,7.1,4,False
179,47,2025-07-27,Technical,Medium,Email,False,True,11.2,3,False
180,47,2025-11-22,Billing,Medium,Email,False,True,1.0,5,False
181,48,2026-05-28,Billing,Medium,Phone,False,False,,,False
182,48,2026-06-28,Onboarding,Medium,Email,False,True,10.7,4,False
183,48,2026-05-13,Billing,High,Email,False,True,1.9,4,False
184,49,2026-06-07,Onboarding,Urgent,Chat,True,False,,,False
185,50,2026-07-04,Technical,Urgent,Email,False,True,29.5,4,False
186,50,2026-07-03,Account,Low,Email,True,True,25.8,5,False
187,50,2026-07-16,Technical,Low,Phone,True,True,29.1,4,False
188,50,2026-07-01,Technical,Medium,Phone,False,False,,,False
189,50,2026-06-12,Billing,Medium,Phone,False,True,9.0,5,False
190,50,2026-05-31,Technical,High,Chat,False,True,20.5,5,False
191,51,2025-11-09,Account,Low,Chat,False,True,8.1,4,False
192,51,2025-12-13,Onboarding,Medium,Phone,False,True,16.0,4,False
193,52,2026-07-06,Technical,High,Email,False,True,1.0,3,False
194,53,2024-04-25,Account,High,Chat,False,False,,,False
195,54,2025-07-11,Onboarding,Low,Email,False,True,22.5,5,False
196,55,2025-08-16,Usage,Low,Chat,False,True,7.3,5,False
197,55,2025-06-16,Account,High,Phone,False,True,16.7,3,False
198,55,2025-07-22,Billing,Low,Phone,False,True,2.7,5,False
199,55,2025-08-29,Technical,Medium,Email,False,True,23.2,2,False
200,55,2025-04-12,Billing,Low,Self-service,False,True,30.3,3,False
201,55,2025-06-12,Technical,Urgent,Email,False,True,3.5,5,False
202,55,2026-03-21,Usage,Medium,Phone,False,True,29.2,2,False
203,56,2025-11-21,Billing,Medium,Phone,False,True,17.4,5,False
204,56,2026-03-06,Onboarding,Medium,Chat,False,True,25.3,1,False
205,57,2026-04-06,Technical,High,Email,True,True,29.6,1,False
206,57,2026-07-26,Usage,Low,Email,False,True,1.3,5,False
207,57,2026-03-11,Technical,Urgent,Chat,False,True,11.3,2,False
208,57,2026-02-22,Technical,Low,Chat,False,True,6.3,4,False
209,57,2026-04-14,Usage,Medium,Phone,False,False,,,False
210,57,2026-03-15,Billing,Low,Phone,False,True,24.1,4,False
211,57,2026-04-22,Onboarding,Medium,Chat,False,True,39.5,3,False
212,58,2026-06-15,Account,Medium,Chat,False,True,15.9,5,False
213,58,2026-05-14,Billing,Medium,Chat,False,True,1.0,4,False
214,58,2026-05-22,Technical,Urgent,Phone,False,True,25.2,3,False
215,58,2026-06-01,Technical,Medium,Chat,False,True,19.3,2,False
216,58,2026-07-22,Account,High,Email,True,True,2.5,4,False
217,58,2026-02-28,Technical,Medium,Phone,False,False,,,False
218,58,2026-02-11,Technical,Medium,Email,False,False,,,False
219,58,2026-06-02,Account,Medium,Chat,False,True,26.3,5,False
220,59,2026-02-25,Billing,Low,Phone,True,True,11.6,5,False
221,59,2026-01-13,Billing,Medium,Email,False,True,10.7,5,False
222,59,2025-09-14,Onboarding,High,Self-service,False,True,14.5,4,False
223,59,2026-04-02,Account,High,Chat,False,True,22.5,4,False
224,59,2025-08-01,Technical,Urgent,Phone,False,True,23.2,5,False
225,59,2025-10-04,Usage,Urgent,Chat,False,True,17.5,2,False
226,60,2024-08-25,Technical,High,Email,True,True,1.0,5,False
227,60,2025-08-30,Onboarding,High,Self-service,False,True,34.4,5,False
228,60,2026-03-27,Cancellation,Medium,Chat,False,False,,,False
229,60,2025-09-03,Onboarding,Medium,Phone,True,True,11.3,2,False
230,61,2024-05-18,Usage,High,Phone,False,True,7.5,3,False
231,61,2024-06-29,Technical,Urgent,Email,True,False,,,True
232,61,2024-07-07,Technical,Medium,Email,False,True,16.9,5,True
233,61,2024-05-23,Technical,Low,Email,True,True,1.0,3,False
234,61,2024-03-29,Billing,Urgent,Email,True,True,7.9,4,False
235,61,2024-05-21,Technical,Low,Email,False,True,7.2,2,False
236,62,2026-07-13,Usage,Low,Email,False,True,11.2,5,False
237,62,2026-07-14,Technical,Medium,Email,True,True,1.0,4,False
238,62,2026-07-24,Account,Medium,Phone,False,True,16.8,4,False
239,62,2026-07-03,Usage,Urgent,Chat,False,True,15.7,4,False
240,63,2026-02-13,Onboarding,Medium,Chat,False,False,,,False
241,63,2025-10-17,Technical,Medium,Email,False,True,1.0,4,False
242,63,2025-11-29,Technical,Low,Email,False,True,20.6,5,False
243,63,2026-02-17,Technical,Medium,Email,False,True,24.4,4,False
244,63,2026-06-05,Technical,Medium,Email,False,True,3.2,3,False
245,63,2025-08-14,Onboarding,Medium,Email,False,True,4.3,4,False
246,64,2024-12-28,Account,Medium,Phone,False,True,3.2,4,False
247,64,2024-05-26,Technical,High,Email,True,False,,,False
248,64,2026-03-05,Onboarding,Low,Phone,False,True,27.3,2,False
249,64,2025-07-04,Usage,High,Chat,False,False,,,False
250,64,2026-05-03,Billing,Low,Email,True,True,10.2,4,False
251,64,2024-11-19,Onboarding,Medium,Phone,True,True,31.1,3,False
252,64,2026-05-08,Usage,Medium,Chat,True,True,20.6,1,False
253,65,2024-12-16,Billing,Medium,Phone,False,True,1.0,3,False
254,65,2025-06-12,Account,High,Email,False,True,17.5,5,False
255,65,2025-06-07,Technical,Medium,Chat,False,True,4.9,4,False
256,65,2025-03-21,Onboarding,Urgent,Phone,False,False,,,False
257,66,2026-04-13,Technical,Medium,Email,False,True,7.6,3,False
258,66,2026-05-25,Account,Medium,Chat,False,True,2.5,4,False
259,67,2026-05-03,Onboarding,Urgent,Email,False,False,,,False
260,67,2026-07-09,Account,Low,Chat,True,False,,,False
261,67,2026-04-28,Billing,Low,Chat,False,True,29.5,4,False
262,67,2026-06-10,Billing,Medium,Phone,False,False,,,False
263,67,2026-05-13,Technical,Medium,Phone,False,True,10.8,4,False
264,68,2026-02-02,Billing,High,Email,False,True,12.9,2,False
265,68,2026-02-08,Usage,Medium,Email,False,True,1.0,2,False
266,68,2026-02-12,Billing,Medium,Email,False,False,,,False
267,69,2024-10-28,Billing,Medium,Chat,False,True,3.4,4,False
268,69,2024-10-25,Usage,Medium,Phone,False,False,,,False
269,69,2024-11-15,Account,Low,Email,False,True,18.4,4,False
270,69,2024-12-09,Cancellation,Medium,Email,False,True,13.5,2,False
271,69,2024-10-26,Usage,Medium,Chat,True,True,19.1,4,False
272,69,2024-11-04,Technical,Medium,Email,True,True,1.0,4,False
273,70,2026-05-01,Billing,Medium,Email,True,False,,,False
274,70,2026-05-29,Onboarding,High,Chat,False,True,15.5,5,False
275,70,2025-10-14,Technical,Medium,Email,False,True,9.4,4,False
276,71,2024-12-30,Onboarding,High,Email,False,True,1.0,5,False
277,71,2025-04-11,Cancellation,Low,Chat,False,False,,,False
278,71,2025-07-28,Technical,High,Phone,False,True,15.6,4,False
279,71,2024-12-29,Billing,Urgent,Chat,False,True,2.4,2,False
280,71,2025-03-05,Onboarding,Medium,Email,False,True,5.8,3,False
281,71,2025-01-20,Account,High,Email,False,True,7.4,2,False
282,72,2026-05-31,Technical,Urgent,Email,True,True,2.5,4,False
283,72,2026-03-21,Billing,Medium,Self-service,False,True,13.0,4,False
284,72,2026-01-23,Onboarding,Low,Phone,False,True,7.0,3,False
285,72,2025-11-17,Technical,Low,Email,False,False,,,False
286,73,2026-04-18,Usage,Medium,Email,False,True,1.0,4,False
287,73,2025-10-06,Onboarding,Low,Email,False,True,8.3,3,False
288,73,2025-01-07,Billing,Medium,Email,False,True,1.0,5,False
289,74,2026-04-25,Usage,Medium,Email,True,True,21.3,4,False
290,74,2026-04-11,Account,Low,Email,False,True,8.2,5,False
291,74,2026-04-13,Billing,Low,Phone,False,True,9.9,4,False
292,74,2026-07-10,Onboarding,Medium,Email,False,True,19.1,5,False
293,75,2025-03-20,Technical,Medium,Chat,False,True,1.0,4,False
294,75,2025-04-10,Usage,Medium,Phone,True,True,7.5,4,False
295,75,2025-04-05,Billing,High,Email,False,True,20.9,3,False
296,75,2025-02-08,Technical,Medium,Email,False,True,14.8,5,False
297,75,2025-03-11,Billing,Urgent,Email,False,True,2.1,2,False
298,76,2025-09-12,Onboarding,High,Email,False,True,1.0,5,False
299,76,2025-07-01,Technical,High,Chat,False,True,22.6,5,False
300,76,2024-09-14,Onboarding,Medium,Email,False,True,4.0,4,False
301,76,2025-05-04,Account,Medium,Email,False,True,8.2,3,False
302,76,2026-02-13,Technical,Medium,Chat,False,True,1.0,3,False
303,76,2024-12-04,Technical,High,Chat,True,True,21.2,4,False
304,76,2024-12-10,Usage,High,Email,False,True,27.6,5,False
305,76,2024-06-14,Technical,Low,Email,False,True,1.1,5,False
306,76,2024-05-27,Cancellation,High,Phone,False,True,1.0,4,False
307,76,2025-02-23,Account,Medium,Email,False,True,1.2,4,False
308,77,2025-01-05,Billing,Low,Email,False,True,22.5,3,False
309,77,2026-04-06,Onboarding,Medium,Email,True,True,15.5,2,False
310,77,2025-02-10,Technical,Medium,Email,False,True,12.0,4,False
311,77,2025-07-22,Usage,Medium,Email,False,True,6.1,5,False
312,77,2025-04-11,Cancellation,Urgent,Chat,False,True,16.6,4,False
313,78,2025-08-23,Technical,High,Phone,False,True,10.3,5,False
314,78,2025-07-03,Billing,Low,Email,True,True,10.6,5,False
315,78,2026-06-11,Technical,Medium,Chat,True,True,22.6,5,False
316,78,2025-10-25,Billing,Low,Email,False,True,2.0,5,False
317,78,2025-07-27,Account,Low,Phone,True,True,12.6,4,False
318,78,2026-04-22,Billing,Low,Email,False,True,31.9,4,False
319,78,2025-06-25,Billing,Medium,Email,False,True,15.3,4,False
320,78,2025-11-20,Technical,Medium,Email,False,True,22.3,5,False
321,78,2025-04-20,Usage,Medium,Email,False,True,5.5,5,False
322,79,2024-09-20,Cancellation,Medium,Email,False,True,16.0,4,False
323,79,2025-02-12,Usage,Low,Phone,True,True,7.1,4,False
324,80,2025-11-24,Account,Medium,Email,False,False,,,False
325,80,2025-06-17,Onboarding,High,Chat,False,True,24.7,4,False
326,81,2026-04-12,Billing,Medium,Email,False,True,14.1,5,False
327,81,2025-10-06,Account,Low,Email,False,True,8.1,3,False
328,81,2025-12-20,Usage,Medium,Email,False,False,,,False
329,81,2024-11-19,Onboarding,Low,Phone,True,True,7.9,4,False
330,81,2025-11-28,Technical,Low,Phone,False,True,18.1,5,False
331,82,2026-01-13,Billing,Low,Email,False,True,17.2,3,False
332,82,2025-08-31,Account,Medium,Email,False,True,9.4,4,False
333,82,2025-06-13,Technical,Medium,Email,False,True,7.0,1,False
334,82,2026-01-09,Billing,Urgent,Self-service,False,False,,,False
335,83,2026-07-26,Usage,Low,Email,False,True,20.2,2,False
336,83,2026-07-25,Technical,Urgent,Email,False,False,,,False
337,84,2026-01-02,Onboarding,Medium,Chat,False,False,,,False
338,84,2025-11-20,Usage,Urgent,Phone,False,True,11.5,4,False
339,84,2026-04-02,Onboarding,Low,Email,False,True,1.0,2,False
340,84,2025-10-08,Account,Medium,Phone,False,True,30.8,4,False
341,84,2026-05-05,Account,Low,Email,False,True,6.6,4,False
342,85,2025-11-03,Technical,Medium,Phone,False,True,19.2,4,False
343,85,2026-07-02,Technical,Medium,Email,False,False,,,False
344,85,2025-03-27,Usage,Medium,Email,False,True,14.3,4,False
345,85,2025-02-15,Billing,High,Chat,False,True,4.4,4,False
346,86,2026-06-02,Technical,High,Email,False,True,5.1,5,False
347,86,2026-07-23,Onboarding,Low,Chat,False,True,13.4,4,False
348,86,2025-10-24,Usage,Medium,Chat,False,True,3.4,4,False
349,86,2026-06-27,Account,Medium,Chat,False,True,1.0,5,False
350,86,2026-01-12,Onboarding,Low,Chat,True,True,8.1,4,False
351,86,2025-12-21,Technical,High,Phone,False,True,1.0,5,False
352,87,2024-08-21,Technical,Urgent,Email,False,True,2.1,3,False
353,87,2025-03-04,Technical,Low,Chat,False,True,8.3,5,False
354,87,2025-03-03,Technical,High,Chat,True,True,24.4,1,False
355,87,2024-09-04,Billing,Medium,Chat,False,True,25.8,5,False
356,87,2026-03-17,Usage,Urgent,Phone,False,True,7.7,2,False
357,87,2025-03-10,Billing,Medium,Email,False,True,20.8,5,False
358,87,2025-12-06,Account,Low,Chat,False,True,8.1,5,False
359,88,2026-06-08,Account,Low,Email,False,True,18.9,4,False
360,88,2026-04-10,Onboarding,Medium,Chat,False,True,4.3,5,False
361,88,2026-01-17,Account,High,Email,False,True,1.0,5,False
362,88,2025-12-23,Usage,Medium,Self-service,False,True,21.6,3,False
363,88,2026-04-21,Billing,Low,Email,False,True,15.4,4,False
364,89,2025-12-25,Technical,Low,Email,False,True,12.9,4,False
365,89,2024-07-15,Usage,Low,Email,False,True,22.9,4,False
366,89,2024-10-31,Account,Urgent,Email,False,True,7.3,1,False
367,89,2024-12-05,Technical,Low,Chat,True,True,18.8,5,False
368,89,2025-03-28,Account,High,Email,False,True,2.8,5,False
369,90,2026-01-11,Account,Medium,Email,True,True,19.7,5,False
370,91,2026-06-30,Billing,Medium,Chat,False,True,21.6,5,True
371,92,2026-01-19,Technical,Urgent,Email,False,False,,,False
372,92,2024-08-22,Technical,High,Phone,False,False,,,False
373,93,2026-03-30,Technical,Low,Email,False,True,17.7,2,False
374,93,2025-11-25,Cancellation,Medium,Chat,False,True,24.3,4,False
375,93,2025-06-14,Technical,Medium,Phone,False,True,13.3,2,False
376,93,2026-06-09,Billing,Urgent,Email,False,False,,,False
377,94,2025-04-12,Onboarding,High,Chat,False,True,12.5,4,False
378,94,2026-05-04,Technical,High,Email,False,True,14.4,3,False
379,94,2025-07-06,Onboarding,High,Email,False,True,9.8,4,False
380,94,2026-03-23,Technical,Low,Phone,False,False,,,False
381,94,2025-09-13,Billing,Urgent,Email,True,True,4.6,5,False
382,95,2024-08-11,Account,Medium,Chat,False,False,,,False
383,95,2025-11-02,Technical,Medium,Email,False,True,15.0,5,False
384,95,2024-09-20,Cancellation,Medium,Phone,False,True,1.2,5,False
385,95,2024-03-27,Usage,Medium,Chat,False,True,6.8,2,False
386,96,2026-01-17,Onboarding,Low,Email,False,True,16.9,2,False
387,96,2025-10-26,Technical,Medium,Email,False,False,,,False
388,97,2025-12-23,Account,Low,Email,False,True,27.5,3,False
389,97,2025-12-30,Billing,Medium,Email,True,False,,,False
390,97,2025-11-06,Billing,High,Chat,False,True,36.1,3,False
391,98,2025-08-11,Technical,Medium,Chat,False,True,17.1,5,False
392,98,2024-12-27,Usage,High,Email,False,False,,,False
393,98,2025-08-04,Technical,Low,Phone,False,True,16.5,4,False
394,98,2025-01-21,Onboarding,High,Self-service,False,True,10.8,3,False
395,98,2026-02-13,Usage,Medium,Phone,False,True,28.6,4,False
396,98,2026-07-14,Onboarding,Medium,Email,True,True,11.7,4,False
397,99,2025-06-17,Onboarding,Medium,Email,False,True,11.0,2,False
398,99,2024-11-13,Technical,Medium,Email,False,True,1.0,5,False
399,99,2026-04-21,Billing,High,Phone,False,True,15.9,5,False
400,99,2025-04-10,Technical,Low,Chat,False,True,17.1,5,False
401,99,2026-04-05,Account,Urgent,Email,False,False,,,False
402,99,2024-12-29,Billing,High,Email,False,True,20.4,4,False
403,99,2025-08-14,Account,High,Email,False,False,,,False
404,100,2026-03-12,Billing,Medium,Chat,False,True,5.1,5,False
405,100,2026-01-28,Technical,High,Chat,False,True,7.8,5,False
406,101,2024-10-23,Onboarding,Urgent,Chat,False,True,11.7,4,False
407,102,2026-05-16,Billing,Medium,Email,False,True,6.5,4,False
408,103,2025-04-24,Onboarding,Low,Email,True,True,2.2,1,False
409,103,2025-06-08,Billing,Low,Email,False,True,14.0,3,False
410,103,2025-02-11,Usage,Medium,Email,False,True,24.1,5,False
411,103,2025-06-08,Cancellation,High,Phone,False,False,,,False
412,103,2026-02-21,Onboarding,Medium,Email,False,True,1.0,5,False
413,104,2026-07-05,Onboarding,Low,Email,True,True,1.4,4,True
